Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Tsui,668,Spain,Female,69,9,0,0,1,134483.07,0
Okoli,529,France,Female,27,1,0,1,1,37769.98,0
Berry,636,France,Male,31,6,0,1,1,2382.61,0
Ruse,563,Spain,Male,61,1,82182.1,1,0,106826.92,1
Bogolyubov,767,France,Female,35,9,0,1,0,39511.61,0
Kennedy,644,France,Male,50,9,76817,1,0,196371.13,1
Bolton,780,France,Male,71,9,142550.25,1,1,122506.78,0
Chuang,635,Spain,Female,41,10,0,1,1,61994.2,0
Greco,641,France,Male,35,2,103711.56,0,1,192464.21,1
Ma,593,Spain,Female,40,2,0,1,1,5194.95,0
Nucci,540,France,Female,35,7,128369.75,1,0,198256.15,0
Yao,663,Spain,Male,35,5,0,1,1,62634.94,0
Palfreyman,630,France,Male,34,9,0,1,1,114006.35,0
Webster,605,France,Male,19,8,166133.28,1,1,107994.99,0
Cardell,710,France,Female,62,9,148214.36,1,0,48571.14,1
Bianchi,755,France,Female,78,5,121206.96,1,1,76016.49,0
Somadina,641,Spain,Male,25,10,0,1,1,180808.39,0
Mellor,737,France,Male,50,4,127552.85,1,0,4225.11,0
Tomlinson,695,France,Male,49,9,159458.53,1,0,135841.35,0
Pai,466,France,Female,47,5,102085.72,1,1,183536.24,1
Lennox,558,France,Male,58,2,142537.18,1,1,88791.83,0
Meldrum,665,Spain,Male,29,1,182781.74,1,1,63732.9,0
Watson,737,France,Male,45,10,0,1,0,1364.54,0
Findlay,654,France,Male,29,7,0,1,1,149184.15,0
Su,619,France,Female,28,3,0,1,0,53394.12,0
Davidson,845,France,Female,43,3,152063.59,1,0,97910.06,0
Barrett,727,France,Female,28,2,110997.76,1,0,101433.76,0
Miah,582,France,Male,50,2,148942,1,1,116944.3,0
Chamberlain,716,France,Male,41,9,0,1,1,113267.48,0
Vidal,660,Spain,Female,36,0,84438.57,1,1,181449.51,0
Lung,664,France,Female,34,7,93920.47,0,0,179913.98,0
Tretyakova,801,France,Male,43,4,158713.08,0,0,98586.14,0
Montgomery,615,Spain,Male,42,4,0,0,1,120321.09,0
Golubev,718,France,Male,63,7,123204.88,1,1,100538.8,0
Han,667,France,Male,40,8,72945.29,1,0,98931.5,0
Pan,670,Spain,Male,37,0,178742.71,1,1,194493.57,0
Carroll,590,France,Male,43,8,0,1,1,143628.31,0
Hawkins,739,Spain,Female,40,8,0,1,0,167030.51,0
Loggia,373,France,Male,42,7,0,1,0,77786.37,1
Chesnokova,418,France,Female,46,9,0,1,1,81014.5,1
Chambers,837,France,Female,29,9,0,1,1,41866.26,0
Fleming,645,France,Male,43,9,140121.17,1,0,11302.7,1
Veale,552,France,Male,39,2,132906.88,0,1,149384.43,0
Browne,580,France,Male,45,2,179334.83,1,1,169303.65,0
Parsons,684,France,Male,35,3,137179.39,1,1,37264.11,0
Bailey,634,Spain,Male,35,3,0,1,1,19515.48,0
Ferrari,607,France,Female,49,9,119960.29,1,0,103068.22,0
Genovese,802,France,Male,29,9,127414.55,1,1,134459.12,0
McIntyre,736,France,Female,36,6,0,1,0,70496.66,0
Warner,629,France,Female,40,9,137409.19,1,0,175877.7,1
Gordon,737,France,Male,28,8,0,1,0,106390.01,0
McMillan,718,Spain,Female,39,2,0,1,1,52138.49,0
Cheng,561,France,Male,43,4,0,0,0,18522.91,1
Akhtar,641,France,Male,31,9,112494.99,1,1,32231.6,0
Iadanza,677,France,Male,30,1,78133.15,0,1,174225.88,0
Abernathy,641,Spain,Female,36,1,0,1,0,102021.39,0
Watson,658,Spain,Female,32,5,145553.07,1,1,31484.76,0
Shen,659,France,Male,48,4,123593.22,1,0,82469.06,1
Kershaw,567,France,Female,47,2,0,0,0,110900.43,1
Reed,584,France,Female,26,0,146286.22,1,0,105105.35,0
Mitchell,709,Spain,Female,35,1,111827.27,1,0,12674.68,0
Webb,690,Spain,Female,26,2,0,1,1,93255.85,0
Vanzetti,627,France,Male,70,1,94416.78,0,1,145299.5,0
Nnanna,765,Spain,Male,45,2,91549.78,1,1,47139.44,0
Campbell,645,France,Female,38,7,59568.57,1,1,167723.25,0
Capon,716,France,Female,23,2,94464.81,0,1,185900.88,0
Otutodilichukwu,771,France,Female,57,4,0,0,0,85876.67,1
Boone,687,France,Male,44,8,95368.14,1,1,1787.85,0
McIntyre,717,France,Female,33,10,102185.42,1,0,23231.93,0
Zhdanov,524,France,Male,32,1,144875.71,0,0,187740.04,0
Nagy,679,Spain,Male,39,5,0,1,1,100060.54,0
Lombardo,538,France,Female,32,2,0,1,1,80130.54,0
Simpson,752,France,Female,37,5,113291.05,1,1,132467.54,0
Herbert,846,Spain,Male,61,0,0,1,1,96202.44,0
Lehr,532,Spain,Female,39,0,0,1,0,94977.3,0
Chou,670,France,Male,43,9,111677.88,1,0,178827.3,1
Upchurch,597,France,Female,35,8,131101.04,1,1,192852.67,0
Ugorji,627,France,Male,52,1,76101.81,0,1,177238.35,0
Palerma,700,Spain,Female,40,2,0,1,0,199753.97,0
Coles,766,France,Female,52,7,92510.9,0,1,66193.61,0
Hsueh,488,France,Female,34,2,0,1,1,181270.84,0
Tu,694,France,Male,39,5,77652.4,1,1,25407.59,0
Kuo,639,France,Female,31,3,98360.03,0,0,20973.8,0
Woodhouse,705,France,Female,46,4,115518.07,0,0,76544.9,1
Tretiakova,810,France,Male,69,3,27288.43,1,1,110509.9,0
Gibson,638,France,Female,36,6,0,1,0,164247.51,0
Moss,595,Spain,Female,43,5,0,0,0,105149.8,0
Chineze,575,France,Male,36,7,0,1,1,55868.97,1
Davidson,850,France,Male,31,6,131996.66,1,1,178747.43,0
Liang,419,Spain,Female,27,2,121580.42,0,1,134720.51,0
Graham,640,France,Male,55,10,132436.34,1,0,978.66,0
Nwebube,570,Spain,Male,34,10,0,0,1,183387.12,0
Sozonov,640,France,Female,46,5,107978.4,1,0,155876.06,0
Forbes,689,France,Female,40,4,78119.59,1,0,119259.34,1
Chikezie,725,France,Male,26,6,98684.15,0,0,133720.57,0
Onwuemelie,751,France,Female,44,10,0,1,0,170634.49,0
Toth,544,Spain,Female,53,9,0,1,0,125692.07,1
Hunt,768,France,Female,43,2,129264.05,0,0,19150.14,0
Mazure,648,France,Male,37,6,131753.41,1,0,86894.67,0
Hughes,577,Spain,Female,33,6,0,1,0,57975.8,0
Bennett,639,Spain,Female,27,2,0,1,1,82938.99,0
Tien,686,France,Male,26,1,57422.62,1,1,79189.4,0
Kay,657,France,Female,28,7,0,0,1,5177.62,0
Bryan,613,France,Male,34,5,144094.2,1,0,44510.26,0
Ingamells,701,France,Male,33,9,147510.34,1,0,190611.92,0
Milne,578,Spain,Female,28,8,161592.76,1,0,177834.79,0
Lombardo,689,France,Female,40,1,0,1,1,119446.64,0
Owens,687,Spain,Female,72,4,0,1,1,50267.69,0
Charlton,499,Spain,Female,53,1,75225.53,0,0,144849.1,1
Overby,693,Spain,Female,39,0,0,0,0,81901.6,0
Chifley,737,France,Female,70,9,87542.89,1,1,42576.86,0
Oliver,651,France,Female,32,8,144581.96,1,1,87609.5,0
Hill,753,France,Male,33,5,122568.05,1,1,82820.85,0
DeRose,523,Spain,Female,24,5,172231.93,0,1,155144.12,0
Chuang,458,France,Female,28,2,171932.26,1,1,9578.24,0
Edwards,643,France,Male,39,7,0,1,1,170392.59,0
Rodriguez,638,Spain,Female,34,7,0,0,0,3946.29,0
Lo,685,France,Male,38,4,111798.06,1,1,102184.66,0
Powell,684,France,Male,38,4,0,1,0,75609.84,0
Chu,670,France,Female,27,5,79336.61,1,1,26170.08,0
Munro,701,France,Male,63,3,120916.52,0,0,144727.45,1
Onwumelu,705,France,Female,31,3,142905.51,1,1,58134.97,0
Siciliani,593,Spain,Male,27,10,0,0,0,94620,1
Yobachi,651,France,Female,33,1,96834.78,1,0,108764.69,0
Akabueze,741,France,Male,37,9,105261.76,1,1,149503.54,0
Chiemenam,596,France,Male,54,1,123544,1,1,120314.75,1
Odinakachukwu,581,France,Male,41,2,127913.71,1,1,44205.95,0
Reilly,689,Spain,Female,28,5,95328.6,1,0,6129.61,1
Forbes,544,France,Male,30,4,73218.89,0,1,126796.69,0
Amadi,718,France,Female,41,1,0,0,1,27509.52,1
Ferri,583,France,Male,35,8,149995.72,1,0,42143.55,0
Y?an,663,France,Male,28,8,123674.28,1,1,87985.2,0
Williamson,666,France,Male,33,2,124125.26,1,0,81884.8,0
Briggs,524,Spain,Male,29,3,159035.45,1,0,2705.31,1
Napolitani,599,France,Male,27,5,0,1,0,30546.4,0
Carpenter,667,France,Male,27,7,156811.74,1,1,149402.59,0
Lin,727,France,Male,52,4,0,1,1,118429.02,0
Robinson,689,Spain,Female,55,4,0,1,1,58442.25,0
Collins,639,France,Male,39,6,150555.83,1,0,30414.17,0
Kingsley,678,France,Male,28,2,109137.12,1,1,58814.41,0
Harvey,523,France,Male,36,8,158351.02,1,0,155304.53,0
Obiora,650,France,Female,47,9,0,1,0,187943.6,0
Knight,744,Spain,Male,35,7,0,1,1,43036.6,0
Hung,697,France,Male,40,4,0,0,1,26543.28,0
Curtis,800,Spain,Female,46,6,0,1,0,171928.04,0
Perez,664,France,Male,24,7,0,0,1,35611.35,0
Gosnell,740,France,Male,39,9,0,1,0,19047.23,0
Fang,835,France,Female,56,2,0,1,1,39820.13,0
Clarke,559,France,Male,52,2,0,1,0,129013.59,1
Milanesi,676,Spain,Male,36,1,82729.49,1,0,113810.12,0
Chia,613,France,Female,45,9,142765.24,1,0,34749.65,0
Gearhart,713,France,Female,25,4,121172.97,1,1,56268.98,0
McLean,751,France,Female,28,10,132932.14,1,1,46630.47,0
Williamson,523,France,Male,22,8,123374.46,1,1,124906.59,0
Murphy,775,France,Female,74,0,161371.5,1,1,134869.93,0
Angelo,608,Spain,Male,45,4,0,0,0,36697.48,1
Thomson,673,France,Male,51,8,79563.36,1,1,172200.91,0
Murray,616,France,Male,46,2,0,1,0,137136.46,0
Kirby,650,France,Female,48,7,138232.24,1,0,57594.78,0
Lane,655,France,Female,41,5,0,0,0,36548,1
Bergamaschi,782,France,Female,53,1,81571.05,1,0,182960.46,1
Yang,781,Spain,Male,35,1,0,0,0,42117.9,0
Mills,593,France,Female,33,0,95927.04,1,0,199478.05,0
Chidubem,505,Spain,Male,35,8,116932.59,1,0,91092.84,0
Findlay,707,France,Male,40,1,0,1,0,14090.4,1
Wood,692,France,Female,36,3,79551.12,0,1,178267.07,0
Boyle,813,France,Male,30,1,116416.94,0,1,85808.22,0
Toscano,850,Spain,Male,37,4,88141.1,1,0,109659.12,0
Seccombe,753,France,Male,32,6,177729.13,1,1,161642.08,0
Uspenskaya,850,Spain,Female,32,5,0,1,1,3830.59,0
McKenzie,671,Spain,Male,32,6,123912.78,1,1,146636.44,0
Liang,791,France,Female,33,3,0,1,1,144413.92,1
Yermakova,624,France,Male,80,3,0,1,1,65801.44,0
White,649,France,Female,35,4,108306.44,1,1,192486.24,0
Rounsevell,732,France,Female,48,4,102962.62,1,0,120852.85,1
Ts'ai,664,France,Female,36,0,103502.22,1,1,146191.82,0
Stoneman,789,France,Male,43,8,119654.44,0,1,148412.24,1
Yao,680,France,Male,33,10,183768.47,1,0,164119.35,0
Chukwukere,701,France,Male,37,1,0,1,0,163457.55,0
Ifeatu,684,France,Female,25,1,0,0,1,144978.47,0
Millar,586,France,Female,52,6,140900.97,1,1,67288.89,0
Igwebuike,522,France,Female,25,5,94049.92,1,0,103269,0
Obidimkpa,739,Spain,Female,27,8,98926.4,1,1,106969.98,0
Hou,835,France,Male,18,2,142872.36,1,1,117632.63,0
Moody,790,Spain,Male,29,3,46057.96,1,1,189777.66,0
Keldie,671,France,Female,48,6,119769.77,0,1,66032.65,0
Liu,560,France,Female,44,5,143244.97,1,0,98661.27,0
Ts'ao,651,France,Male,28,10,79562.98,1,1,74687.37,0
Walker,682,France,Male,69,6,0,0,1,149604.18,0
Defalco,808,France,Male,41,0,0,1,1,79888.78,0
Lo Duca,644,Spain,Male,26,8,96659.64,1,1,138775.69,0
Hyde,688,France,Male,29,1,0,1,0,154695.57,0
Kanayochukwu,617,France,Female,26,2,165947.99,0,1,168834.38,0
Yen,738,France,Male,33,4,92676.3,1,0,105817.63,0
Ts'ui,663,France,Male,45,5,83195.12,1,1,48682.1,0
Tillman,515,France,Male,48,5,129387.94,0,1,147955.91,1
Riley,845,France,Female,28,9,0,1,1,56185.98,0
Tu,639,Spain,Male,38,9,130233.14,1,1,81861.1,0
Ruiz,557,France,Female,32,3,123502.53,1,1,69826.8,0
Goliwe,543,France,Male,37,8,140894.06,1,1,118059.19,0
Balashov,585,France,Male,44,7,163867.86,1,1,112333.22,0
Leonard,610,France,Female,27,2,0,1,0,14546.76,0
Onyekaozulu,727,France,Female,18,2,93816.7,1,0,126172.11,0
Carpenter,540,Spain,Female,40,8,0,1,0,3560,0
Beede,418,France,Male,35,7,0,1,1,88878.15,0
Beneventi,660,France,Female,32,0,114668.89,1,0,84605,0
Sadlier,850,France,Male,38,5,146756.68,1,0,78268.61,0
Lewis,618,France,Female,46,6,150213.71,1,0,120668.46,1
Chiazagomekpele,642,France,Male,18,5,111183.53,0,1,10063.75,0
Elliott,850,France,Female,40,9,99816.46,1,1,163989.66,1
Liang,739,France,Male,34,9,0,1,0,60584.33,0
She,508,France,Female,41,5,0,1,1,94170.84,0
Bozeman,667,France,Male,41,6,0,0,0,167181.77,0
Yu,741,France,Female,60,5,0,1,1,38914.51,0
Teng,592,France,Male,29,7,0,1,1,91196.67,0
Davide,651,France,Female,45,6,86714.06,1,0,85869.89,1
Beneventi,773,Spain,Male,52,2,0,1,0,57337.79,0
Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,175347.28,0
Douglas,550,France,Female,42,10,128707.31,1,0,63092.65,1
Egobudike,783,France,Male,40,6,0,1,0,109742.55,0
Shelby,777,France,Male,29,2,0,1,0,124489.88,0
Golubov,659,France,Male,29,6,123192.12,1,1,56971.41,1
Williamson,727,France,Male,46,3,115248.11,1,0,130752.01,1
Fan,603,France,Male,38,8,59360.77,1,1,191457.06,0
Nwebube,644,Spain,Male,37,9,0,1,1,96442.86,0
Bellucci,647,France,Female,35,6,112668.7,0,1,122584.29,0
Udinese,648,France,Female,37,7,138503.51,1,0,57215.85,0
Marian,721,Spain,Male,57,1,0,1,1,195940.96,0
Chizoba,524,France,Male,29,7,0,1,1,105448.74,0
McFarland,626,France,Female,34,3,0,1,1,37870.29,0
McDonald,569,France,Male,43,7,0,1,0,52534.81,0
Chiemezie,578,Spain,Male,36,1,157267.95,1,0,141533.19,0
Fane,769,France,Female,40,9,133871.05,1,1,50568.02,0
Marchesi,694,France,Male,31,4,141989.27,1,0,26116.82,0
Scott,664,France,Female,41,5,0,1,1,152054.33,0
H?,646,France,Male,38,7,0,1,0,1528.4,0
Craig,779,France,Female,29,3,46388.16,1,0,127939.26,1
Chikelu,782,France,Female,72,5,148666.99,1,0,2605.65,1
Caffyn,769,France,Male,34,7,115101.5,0,0,57841.89,1
Otitodilichukwu,655,France,Male,67,6,148363.38,1,1,186995.17,0
Green,623,Spain,Male,46,4,0,1,0,5549.11,1
Y?an,705,Spain,Female,39,8,144102.32,1,1,11682.36,0
Mao,686,France,Male,41,5,128876.71,1,1,106939.34,1
Dahlenburg,678,France,Male,36,6,118448.15,1,0,53172.02,0
Shih,738,France,Male,39,5,0,1,1,114388.98,0
Maclean,703,France,Male,28,9,0,0,1,2151.17,0
Fiorentino,554,Spain,Male,42,1,0,0,1,183492.9,0
Long,582,France,Female,38,9,135979.01,1,1,76582.95,1
Olson,644,France,Male,37,6,117271.8,1,0,104217.96,1
McKenzie,724,France,Male,29,4,0,1,0,8982.75,0
Rossi,593,France,Male,33,1,0,0,0,9984.4,0
Power,710,Spain,Female,30,10,0,1,0,19500.1,0
Yen,631,France,Male,35,8,129205.49,1,1,79146.36,0
Norris,739,Spain,Female,41,8,0,1,0,191694.77,1
Collier,644,Spain,Male,18,7,0,0,1,59645.24,1
Rivers,652,France,Male,35,7,104015.54,1,1,55207.88,0
Hudson,554,Spain,Male,37,3,0,1,0,166177.3,0
Milani,483,France,Female,30,9,0,0,0,136356.97,0
Hunt,669,France,Female,42,1,103873.39,1,0,148611.52,0
Oluchukwu,841,France,Female,52,3,112383.03,1,0,85516.37,1
Lorenzo,662,France,Male,34,2,117731.79,0,1,55120.79,0
Chidiegwu,821,France,Male,45,0,135827.33,1,1,131778.58,0
Warren,783,France,Male,38,9,114135.17,1,0,153269.98,0
Glover,850,France,Female,28,9,0,1,1,164864.67,0
Andersen,559,France,Male,62,6,118756.62,1,1,20367.68,0
Arcuri,602,Spain,Male,34,8,98382.72,1,0,39542,0
Mackinlay,563,France,Male,41,2,100520.92,1,1,19412.8,1
McCarthy,695,Spain,Female,35,7,79858.13,1,1,127977.66,0
Chiu,546,France,Female,20,6,0,0,1,20508.85,0
Norriss,719,France,Female,76,10,95052.29,1,0,176244.87,0
Moore,539,France,Male,42,1,177728.55,1,0,105013.63,0
Mott,632,France,Male,71,3,83116.68,1,1,27597.76,0
Ts'ai,772,France,Male,34,7,111565.91,1,1,121073.23,0
Fokina,708,Spain,Male,40,8,83015.71,1,0,101089.76,0
Nikitina,668,France,Female,28,1,124511.01,0,0,114258.18,0
Henry,738,France,Female,67,1,130652.52,0,1,22762.23,0
Chiefo,785,France,Male,55,5,0,1,1,7008.65,0
Mao,597,France,Male,61,5,0,1,1,81299.17,0
Bezrukova,531,France,Male,37,7,121854.45,1,0,147521.35,0
Dodd,509,France,Male,26,10,0,1,1,6177.83,0
Lori,508,France,Male,35,1,86893.28,0,0,59374.82,0
Yudina,749,France,Female,32,7,79523.13,0,1,157648.12,0
Conti,621,France,Female,55,7,131033.76,0,1,75685.59,1
Volkova,659,France,Female,33,7,89939.62,1,0,136540.09,0
Boni,634,France,Female,59,3,95727.05,0,0,97939.4,1
Ritchie,675,France,Male,39,7,0,0,1,36267.21,0
McMillan,770,France,Male,31,3,155047.56,1,1,186064.34,0
Phillips,736,France,Female,29,9,0,0,0,176152.7,0
Lombardi,524,France,Male,44,10,118569.03,0,0,82117.2,0
Ireland,674,France,Male,28,5,0,1,1,151925.25,0
Boan,700,Spain,Male,44,9,0,1,0,142287.65,0
Shao,741,France,Female,35,1,0,1,0,36557.55,0
Chiemenam,455,France,Male,40,1,0,0,1,129975.34,0
Hunter,608,Spain,Male,37,2,130461.02,1,0,21967.15,0
McKay,776,France,Male,36,1,0,1,0,53477.76,0
Roberts,635,France,Male,33,1,0,0,0,178067.33,1
Aitken,746,France,Female,37,4,0,0,1,171039.56,0
Chao,692,Spain,Female,47,3,0,1,0,150802.41,1
Bruce,683,Spain,Male,35,9,61172.04,0,0,82951.12,0
Chan,591,France,Female,35,2,90194.34,1,0,57064.57,0
Watts,581,France,Female,24,3,95508.2,1,1,45755,0
Gibbons,684,France,Male,35,3,99967.76,1,1,176882.08,0
Ni,561,Spain,Male,37,4,101470.29,0,1,88838.14,0
Jen,718,France,Female,33,4,70541.06,0,0,88592.8,0
Phillips,590,France,Male,31,8,112211.61,1,0,26261.42,0
Amaechi,573,France,Female,47,8,154543.98,1,0,29586.73,0
Maslow,350,France,Female,40,0,111098.85,1,1,172321.21,1
Rowley,504,France,Female,44,0,131873.07,1,1,158036.72,1
Chukwuemeka,813,Spain,Male,27,1,137275.36,0,1,115733.16,0
Bevan,641,Spain,Male,31,3,153316.14,1,0,59927.99,0
Topp,662,France,Female,22,9,0,1,1,44377.65,0
Burgoyne,497,Spain,Male,44,2,121250.04,0,1,79691.4,0
Yermakov,716,France,Male,31,8,109578.04,1,1,51503.51,0
Ts'ui,526,France,Female,37,5,53573.18,1,0,62830.97,0
Kodilinyechukwu,760,France,Female,34,6,58003.41,1,0,90346.1,0
K?,669,France,Female,31,6,113000.66,1,0,40467.82,0
Marino,655,France,Male,27,10,0,1,0,51620.94,0
Lucas,547,France,Female,49,2,0,0,0,65466.93,1
Anderson,648,France,Female,40,5,139973.65,1,1,667.66,1
Wei,790,France,Female,31,2,151290.16,1,1,172437.12,0
Baldwin,744,France,Female,50,1,121498.11,0,1,106061.47,1
Foster,761,Spain,Female,32,4,103515.39,1,1,177622.38,0
Gebhart,750,France,Female,35,3,0,1,0,191520.5,0
Fedorov,680,France,Male,34,9,0,1,1,95686.6,0
Robertson,704,Spain,Male,38,6,106687.76,1,0,173776.5,0
Tudawali,521,France,Female,41,2,0,1,1,113089.43,0
Iloerika,452,France,Female,35,8,0,1,1,149614.81,0
Onyemauchechukwu,695,France,Female,31,5,106089.2,0,0,99537.68,0
Muir,850,Spain,Male,71,10,69608.14,1,0,97893.4,1
Walker,625,France,Male,31,5,0,0,1,90.07,0
Charlton,608,France,Female,40,7,96202.32,0,0,161154.85,0
Tseng,715,France,Female,38,0,0,1,1,332.81,0
Ifeatu,834,Spain,Male,33,5,0,1,0,66285.18,0
Chin,469,France,Male,33,1,127818.52,1,0,163477.22,0
Blinova,480,France,Female,40,7,0,1,0,170332.67,1
Maconochie,527,France,Male,58,3,137318.42,1,1,126144.96,0
Ch'in,834,Spain,Male,34,5,0,0,0,53437.1,0
Nicholson,583,France,Female,40,4,55776.39,1,0,26920.43,0
Burgess,696,France,Male,32,4,84421.62,0,1,52314.71,0
Young,606,France,Male,32,5,83161.65,1,1,116885.59,0
Plumb,713,France,Female,39,10,0,1,1,126263.97,0
Trentino,821,France,Male,42,3,87807.29,1,1,64613.81,0
Allen,550,France,Female,30,4,0,1,0,89216.29,0
Benford,675,France,Female,39,6,0,0,0,83419.15,0
Gallo,748,Spain,Male,39,3,0,1,1,123998.52,0
Cobb,606,France,Male,40,9,95293.86,0,1,96985.58,0
Doherty,726,France,Male,30,7,92847.59,1,0,146154.06,0
Cocci,547,France,Male,30,6,0,1,1,18471.86,0
Macadam,758,Spain,Male,35,5,0,1,0,95009.6,0
Tychonoff,596,France,Male,37,2,0,0,1,121175.86,0
Johnson,720,Spain,Male,34,3,0,1,1,77047.78,0
Tu,674,France,Male,37,3,0,1,0,158049.9,0
Chidiebere,756,France,Female,32,4,0,1,0,147040.25,0
Pope,649,France,Male,78,4,68345.86,1,1,142566.75,0
Sutherland,613,France,Male,28,7,76656.4,1,1,185483.24,0
Beneventi,643,France,Male,62,9,0,0,0,155870.82,0
Jamieson,600,France,Male,31,8,0,1,1,121555.51,0
Simmons,735,Spain,Male,39,1,60374.98,1,0,40223.74,0
Chijioke,585,France,Female,34,1,0,1,1,75503.6,0
Iloerika,724,France,Male,33,4,88046.88,0,1,186942.49,1
Chia,635,Spain,Male,29,2,0,0,0,117173.8,0
Nwachinemelu,472,France,Male,19,9,0,1,0,3453.4,0
Becher,590,France,Male,36,1,0,1,0,48876.84,0
Romano,651,Spain,Female,63,8,129968.67,1,1,11830.53,0
Walker,686,France,Female,39,4,157731.6,1,0,162820.6,0
Chiawuotu,606,France,Male,32,6,0,0,1,36540.63,0
Watt,781,France,Male,33,3,89276.48,1,0,6959,0
Udegbunam,593,France,Male,45,4,138825.19,0,0,10828.78,0
Watson,793,France,Male,63,4,103729.79,1,1,80272.06,0
Bryant,791,France,Female,31,10,75499.24,1,0,22184.14,0
Ward,850,France,Male,68,5,169445.4,1,1,186335.07,0
Urban,698,France,Female,57,9,111359.55,1,0,105715.01,0
Sutherland,846,France,Female,34,10,142388.61,0,1,68393.64,1
K'ung,765,France,Male,42,4,123311.39,1,1,82868.34,0
Iweobiegbunam,574,Spain,Male,52,7,115532.52,1,0,196257.67,0
Wei,617,France,Female,51,10,167273.71,0,0,93439.75,1
Lascelles,581,France,Male,25,5,77886.53,1,0,150319.49,0
Ts'ao,710,France,Male,37,6,135795.63,0,1,46523.6,0
Mack,550,France,Male,32,8,97514.07,1,1,199138.84,0
Campbell,533,France,Male,51,6,127545.56,0,0,79559.02,1
Fiorentini,779,France,Male,49,9,106160.37,0,0,116893.87,0
Long,763,France,Female,23,2,0,1,0,153983.99,0
Lloyd,563,Spain,Female,36,4,143680.47,1,1,63531.19,0
Sneddon,678,Spain,Male,38,3,124483.53,1,0,126253.31,0
Gorshkov,644,Spain,Female,31,5,86006.3,1,1,73922.95,0
Forbes,682,France,Female,43,7,111094.05,1,1,64679.3,0
L?,625,France,Male,22,9,0,1,0,157072.91,0
Hopetoun,733,Spain,Male,36,1,0,0,1,108377.82,0
Lucchesi,512,France,Female,30,6,0,1,0,88827.31,0
Faria,642,France,Female,41,7,115171.71,1,1,37674.47,0
Yefremov,737,France,Female,22,10,111543.26,0,0,106327.85,0
Genovesi,575,France,Female,57,8,137936.94,1,1,84475.13,0
Marquez,543,France,Female,37,3,122304.65,0,0,33998.7,0
Trevisani,521,France,Male,41,8,120586.54,0,1,20491.15,0
Tung,637,France,Male,32,3,0,1,1,197827.06,0
Barnhill,714,France,Male,40,9,46520.69,1,1,96687.25,0
Marshall,726,Spain,Female,56,2,105473.74,1,1,46044.7,0
Bednall,680,Spain,Female,34,7,0,1,0,98949.85,0
Pan,812,France,Male,39,5,115730.71,1,1,185599.34,1
Ogg,757,Spain,Male,30,3,145396.49,0,1,198341.15,0
T'ang,710,Spain,Male,62,3,131078.42,1,0,119348.76,1
Baresi,516,France,Female,47,9,128298.74,0,0,149614.17,1
Obiajulu,803,France,Female,40,6,165526.71,1,0,12328.08,0
McGregor,560,France,Female,38,5,83714.41,1,1,33245.97,0
Lung,679,France,Female,36,3,0,1,1,2243.41,0
Jamieson,526,France,Male,32,7,125540.05,0,0,86786.41,0
Pinto,485,France,Male,41,2,100254.76,1,1,12706.67,0
Fallaci,625,France,Female,36,3,0,1,0,41295.1,1
Goliwe,773,Spain,Male,43,7,138150.57,1,1,177357.16,0
Ferri,530,France,Female,45,1,0,0,1,190663.89,1
Rowley,616,France,Female,43,7,95984.21,0,1,115262.54,1
Tretiakova,651,France,Male,23,10,0,1,1,170099.23,0
She,586,France,Male,38,2,136858.42,0,1,189143.94,0
Nebeolisa,607,France,Male,29,7,102609,1,0,163257.44,0
Young,724,Spain,Male,39,3,0,0,1,95562.81,0
Fitzgerald,733,France,Male,64,3,0,1,1,75272.63,0
Arnold,667,France,Male,70,3,77356.92,1,1,20881.96,0
Chidimma,700,France,Female,32,8,110923.15,1,1,161845.81,1
Wells,659,Spain,Male,78,2,151675.65,0,1,49978.67,0
Calzada,710,Spain,Male,22,8,0,1,0,107292.91,0
Black,760,France,Male,37,7,0,0,0,32863.24,1
